time,compass_x,compass_z
4.128,-0.08981314998401367,0.0007909363854468592
4.16,-0.05772345776120387,0.0005064654473709444
4.192,-0.02452088102619066,0.00021209632845276363
4.224,0.00986785985873676,-9.28277684694416e-05
4.256,0.044393093556063745,-0.0003981530703419887
4.288,0.0776377889380654,-0.0006910670708169942
4.32,0.1096952370863976,-0.0009738040445314716
4.352,0.14064323819923394,-0.001246959632493485
4.384,0.17054746562229448,-0.001511049421068715
4.416,0.19946414522708836,-0.0017665262817210244
4.448,0.22744203308278796,-0.002013790861435037
4.48,0.2545239046129123,-0.002253200057893821
4.5120000000000005,0.28074769511171727,-0.0024850740103494143
4.5440000000000005,0.30614738581256506,-0.002709701924059806
4.5760000000000005,0.33075370056893477,-0.0029273469399290425
4.6080000000000005,0.3545946591483795,-0.0031382502047001097
4.64,0.37769602036563993,-0.003342634265496517
4.672,0.4000816395233691,-0.003540705892712116
4.704,0.4217737584936495,-0.003732658420907484
4.736,0.4427932423866672,-0.003918673685553378
4.768,0.46315977355568616,-0.004098923622974841
4.8,0.482892011315798,-0.00427357159130474
4.832,0.5020077239664222,-0.004442773461545257
4.864,0.5205238983413346,-0.004606678520040019
4.896,0.5384568310530298,-0.004765430216740883
4.928,0.555822204772209,-0.004919166787668057
4.96,0.572635152232145,-0.005068021774831629
4.992,0.5889103101311499,-0.005212124462570911
5.024,0.6046618646943297,-0.005351600245662204
5.056,0.6199035903257176,-0.005486570941596082
5.088,0.6346488825166897,-0.005617155056995984
5.12,0.6489107859628386,-0.005743468016205513
5.152,0.6627020186690372,-0.0058656223584875895
5.184,0.6760351973638926,-0.00598439669182446
5.216,0.6889222176345838,-0.006100987665884213
5.248,0.7013749210026715,-0.0062132818321817326
5.28,0.7134049052881275,-0.006321455760724903
5.312,0.7253610019491896,-0.006428394492758864
5.344,0.7373062458227198,-0.0065350310649407075
5.376,0.7492296304328344,-0.0066413755555591245
5.408,0.7611192680244883,-0.006746931680501094
5.44,0.7729628062125354,-0.006851042472181235
5.472,0.7847470245462381,-0.006954774263027654
5.5040000000000004,0.7964578957579919,-0.0070579888485723
5.5360000000000005,0.8080805835705619,-0.0071605351976018845
5.5680000000000005,0.8195994051109206,-0.007262258289146931
5.6000000000000005,0.8309977854567093,-0.007362998211880288
5.632,0.8422582040820702,-0.007462589211203495
5.664,0.8533621326866224,-0.007560858734637765
5.696,0.8642899636701381,-0.007657626458586933
5.728,0.8750209282479806,-0.00775270327833219
5.76,0.8855330028822842,-0.00784589024163063
5.792,0.8958028023198331,-0.007936977404057436
5.824,0.905805457062295,-0.008025742581141694
5.856,0.915514472522847,-0.008111949968210685
5.888,0.9249015664108758,-0.008195348593410402
5.92,0.9339364799857299,-0.008275670562212654
5.952,0.9425867576657971,-0.008352629042307097
5.984,0.9508174879792125,-0.00842591592532614
6.016,0.9585909968685891,-0.008495199085284361
6.048,0.9658664817310114,-0.008560119131370237
6.08,0.9725995710207427,-0.008620285522548728
6.112,0.9787417893756292,-0.008675271870030126
6.144,0.9842399014658738,-0.008724610196076461
6.176,0.9890350982175738,-0.008767783836376303
6.208,0.9930619753532997,-0.008804218556671604
6.24,0.9962472341263631,-0.008833271284048913
6.272,0.9985080041377552,-0.008854215599412596
6.304,0.9997496422528462,-0.008866222750284399
6.336,0.9998627896071242,-0.008868336336617941
6.368,0.9987905702379938,-0.00886009199761343
6.4,0.9966370413645824,-0.008841663776105478
6.432,0.9935115691973642,-0.008814046593311987
6.464,0.9895077975362263,-0.008778268076907155
6.496,0.9847070343427855,-0.00873519151906232
6.5280000000000005,0.9791807246197638,-0.00868555010507681
6.5600000000000005,0.972992298025799,-0.008629974479483942
6.5920000000000005,0.9661985746212807,-0.00856901388557235
6.6240000000000006,0.9588508514035644,-0.008503152392771393
6.656000000000001,0.9509957538858866,-0.008432821363716774
6.688,0.9426759119432744,-0.008358409043965453
6.72,0.9339305023909803,-0.00828026795508509
6.752,0.9247956892703986,-0.0081987206158359
6.784,0.9153049847695927,-0.008114063994493572
6.816,0.9054895479631585,-0.008026573000290891
6.848,0.8953784343920212,-0.007936503247964525
6.88,0.8849988064420389,-0.00784409327215575
6.912,0.8743761122023411,-0.007749566324502337
6.944,0.8635342387725728,-0.0076531318528040276
6.976,0.8524956446908741,-0.007554986736382766
7.008,0.8412814751640713,-0.007455316332809662
7.04,0.8299116630207137,-0.007354295377042914
7.072,0.8184050177197034,-0.007252088763564071
7.104,0.806779304290688,-0.007148852234376945
7.136,0.7950513137258625,-0.007044732990083987
7.168,0.7832369260630614,-0.006939870237093741
7.2,0.7713511671792894,-0.006834395680984293
7.232,0.7594082601386687,-0.006728433973832115
7.264,0.7474216717989324,-0.00662210312167924
7.296,0.7354039537548142,-0.006516054951179126
7.328,0.7233673780237135,-0.006410598078780058
7.36,0.7113234171054033,-0.006304776127926975
7.392,0.6992828998065798,-0.006198746348891802
7.424,0.6868496926865895,-0.006089462734897697
7.456,0.6739884372743425,-0.005976234216566999
7.488,0.6606873982350582,-0.005858958470028073
7.5200000000000005,0.6469348624783007,-0.005736572688241811
7.5520000000000005,0.6327185899960994,-0.005608729665980574
7.5840000000000005,0.6180262231686712,-0.005477047588068428
7.6160000000000005,0.60284520930987,-0.00534134488347762
7.648000000000001,0.5871627186727107,-0.005201444651036202
7.68,0.5709656131957275,-0.005057180389680445
7.712,0.5542404133260996,-0.004908392991540519
7.744,0.5369732619196279,-0.004754928227159482
7.776,0.5191498843435687,-0.004596634650421147
7.808,0.5007555437516151,-0.004433361820245785
7.84,0.481774990318164,-0.004264958753732171
7.872,0.46219240299908654,-0.004091272538895291
7.904,0.441991322112636,-0.003912147044907536
7.936,0.4211545706875506,-0.0037274216743097494
7.968,0.39966416208129496,-0.0035369301053692712
8.0,0.3775011907974673,-0.003340498973718043
8.032,0.3546457026845145,-0.0031379464405629125
8.064,0.33107653971849504,-0.002929080589866313
8.096,0.30677115327835813,-0.0027136975883650036
8.128,0.2817053780961323,-0.0024915795292910835
8.16,0.25585315673941306,-0.002262491861766119
8.192,0.22918620131651962,-0.0020261802810068947
8.224,0.20167357472630165,-0.0017823669165353338
8.256,0.173281167665866,-0.0015307456017631844
8.288,0.14397103893548827,-0.0012709759312248925
8.32,0.11370057405455944,-0.001002675699856432
8.352,0.08242139877483412,-0.0007254111535529556
8.384,0.05007795639796906,-0.00043868423165396213
8.416,0.016605615254234006,-0.00014191559921507968
8.448,-0.018071894436374074,0.00016557833781957585
8.48,-0.052288077448834805,0.00046768100962175886
8.512,-0.08524713645383247,0.0007581533452274891
8.544,-0.11703840274659241,0.0010385965739802192
8.576,-0.1477365558143364,0.0013095855093589958
8.608,-0.17740485178983953,0.001571619949555396
8.64,-0.20609761456992548,0.0018251396642343192
8.672,-0.23386208364810135,0.002070534345746403
8.704,-0.26073981140121655,0.0023081516977684264
8.736,-0.2867677370621714,0.0025383041281931084
8.768,-0.31197902358498264,0.0027612743326142306
8.8,-0.3364037172841109,0.0029773199634862803
8.832,-0.36006927280668316,0.0031866775312722074
8.864,-0.38300097432305447,0.003389565655944461
8.896,-0.40522227577688774,0.0035861877691098737
8.928,-0.4267550773726163,0.003776734353460461
8.96,-0.4476199514103529,0.003961384794821164
8.992,-0.4678363276006787,0.004140308911815812
9.024000000000001,-0.48742264577452515,0.004313668218834285
9.056000000000001,-0.5063964822264241,0.004481616969482243
9.088000000000001,-0.524774654643894,0.004644303020103635
9.120000000000001,-0.5425733095786216,0.0048018685462735
9.152000000000001,-0.5598079956342709,0.0049544506393749575
9.184000000000001,-0.5764937249292337,0.00510218180544568
9.216000000000001,-0.592645024902876,0.005245190384340682
9.248,-0.6082759821426951,0.005383600903815865
9.28,-0.6234002795962426,0.005517534380315568
9.312,-0.6380312282795542,0.005647108575940316
9.344,-0.6521817943905889,0.005772438219220051
9.376,-0.6658646225720897,0.0058936351958144345
9.408,-0.6790922611514706,0.006012069136453832
9.44,-0.691876535322921,0.006127641717793543
9.472,-0.7042292302436052,0.006238958842048686
9.504,-0.716186687909367,0.006346428723480033
9.536,-0.7281412171064019,0.006453234197590079
9.568,-0.7400824012914619,0.006559809234862386
9.6,-0.7519990578200282,0.006666072560327148
9.632,-0.7638791212606035,0.006771190270384373
9.664,-0.7757100799539071,0.006875223808262814
9.696,-0.787478525263266,0.006978847516327324
9.728,-0.7991702446322225,0.0070819193434652275
9.76,-0.8107702084519873,0.007184287384638684
9.792,-0.8222625306609939,0.007285795543032195
9.824,-0.8336304214428507,0.007386282612331265
9.856,-0.8448561317186087,0.007485581324695833
9.888,-0.8559208888709894,0.007583517393131772
9.92,-0.8668048229060248,0.007679908531098483
9.952,-0.8774868819782033,0.00777456343094068
9.984,-0.8879447358712318,0.007867280681078103
